Havaintoasema,Vuosi,Kuukausi,Päivä,Aika [Paikallinen aika],Ilman lämpötila keskiarvo [°C],Suhteellinen kosteus keskiarvo [%],Sademäärä keskiarvo [mm],Lumensyvyys keskiarvo [cm],Keskituulen nopeus keskiarvo [m/s]
Vantaa Helsinki-Vantaan lentoasema,2019,9,10,01:00,15.3,100,0,-1,3.7
Vantaa Helsinki-Vantaan lentoasema,2019,9,10,02:00,15.1,100,0.02,-1,3.5
Vantaa Helsinki-Vantaan lentoasema,2019,9,10,03:00,15.1,100,0,-1,3.3
Vantaa Helsinki-Vantaan lentoasema,2019,9,10,04:00,15.1,100,0,-1,3.9
Vantaa Helsinki-Vantaan lentoasema,2019,9,10,05:00,15.1,100,0,-1,4
Vantaa Helsinki-Vantaan lentoasema,2019,9,10,06:00,15.3,100,0,-1,3.1
Vantaa Helsinki-Vantaan lentoasema,2019,9,10,07:00,15.4,100,0,-1,3.2
Vantaa Helsinki-Vantaan lentoasema,2019,9,10,08:00,15.5,100,0,-1,4
Vantaa Helsinki-Vantaan lentoasema,2019,9,10,09:00,15.5,100,0,-1,4
Vantaa Helsinki-Vantaan lentoasema,2019,9,10,10:00,16,100,0,-1,4.4
Vantaa Helsinki-Vantaan lentoasema,2019,9,10,11:00,16.9,100,0,-1,4
Vantaa Helsinki-Vantaan lentoasema,2019,9,10,12:00,18.6,93.5,0,-1,3.9
Vantaa Helsinki-Vantaan lentoasema,2019,9,10,13:00,20.4,86.3,0,-1,4.6
Vantaa Helsinki-Vantaan lentoasema,2019,9,10,14:00,22.5,72.3,0,-1,4.8
Vantaa Helsinki-Vantaan lentoasema,2019,9,10,15:00,22.6,62.4,0,-1,5.7
Vantaa Helsinki-Vantaan lentoasema,2019,9,10,16:00,22.9,61.4,0,-1,6.3
Vantaa Helsinki-Vantaan lentoasema,2019,9,10,17:00,22.9,61.2,0,-1,6.3
Vantaa Helsinki-Vantaan lentoasema,2019,9,10,18:00,22.3,61.2,0,-1,5.9
Vantaa Helsinki-Vantaan lentoasema,2019,9,10,19:00,21.6,60.9,0,-1,5.5
Vantaa Helsinki-Vantaan lentoasema,2019,9,10,20:00,20.6,64.4,0,-1,4.8
Vantaa Helsinki-Vantaan lentoasema,2019,9,10,21:00,19.9,67.7,0,-1,4.4
Vantaa Helsinki-Vantaan lentoasema,2019,9,10,22:00,19.9,66.1,0,-1,4.8
Vantaa Helsinki-Vantaan lentoasema,2019,9,10,23:00,19.8,66.3,0,-1,5.5
Vantaa Helsinki-Vantaan lentoasema,2019,9,11,00:00,18.5,72.6,0,-1,3.7
Vantaa Helsinki-Vantaan lentoasema,2019,9,11,01:00,17.2,85.4,0,-1,3.4
Vantaa Helsinki-Vantaan lentoasema,2019,9,11,02:00,17.3,84,0,-1,4
Vantaa Helsinki-Vantaan lentoasema,2019,9,11,03:00,17.8,75.6,0,-1,4.6
Vantaa Helsinki-Vantaan lentoasema,2019,9,11,04:00,17.5,71.6,0,-1,4.4
Vantaa Helsinki-Vantaan lentoasema,2019,9,11,05:00,17.2,72.2,0,-1,4.6
Vantaa Helsinki-Vantaan lentoasema,2019,9,11,06:00,16.6,74.1,0,-1,5.6
Vantaa Helsinki-Vantaan lentoasema,2019,9,11,07:00,15.9,75.1,0,-1,5.9
Vantaa Helsinki-Vantaan lentoasema,2019,9,11,08:00,15.5,78.7,0,-1,6.2
Vantaa Helsinki-Vantaan lentoasema,2019,9,11,09:00,15.9,75.8,0,-1,7.7
Vantaa Helsinki-Vantaan lentoasema,2019,9,11,10:00,16.3,72.2,0,-1,8.2
Vantaa Helsinki-Vantaan lentoasema,2019,9,11,11:00,16.7,68,0,-1,8.8
Vantaa Helsinki-Vantaan lentoasema,2019,9,11,12:00,15.9,73.4,0.03,-1,8.3
Vantaa Helsinki-Vantaan lentoasema,2019,9,11,13:00,14.5,91,0.08,-1,6.8
Vantaa Helsinki-Vantaan lentoasema,2019,9,11,14:00,14.5,96.4,0,-1,8.1
Vantaa Helsinki-Vantaan lentoasema,2019,9,11,15:00,15,95.2,0,-1,8.6
Vantaa Helsinki-Vantaan lentoasema,2019,9,11,16:00,15.5,93.6,0,-1,8.9
Vantaa Helsinki-Vantaan lentoasema,2019,9,11,17:00,15.2,98.8,0.07,-1,8.5
Vantaa Helsinki-Vantaan lentoasema,2019,9,11,18:00,15.4,99.8,0.3,-1,9.3
Vantaa Helsinki-Vantaan lentoasema,2019,9,11,19:00,15.3,99.3,2.38,-1,8.2
Vantaa Helsinki-Vantaan lentoasema,2019,9,11,20:00,15.6,100,0.42,-1,7.5
Vantaa Helsinki-Vantaan lentoasema,2019,9,11,21:00,15.7,99.9,0,-1,5.5
Vantaa Helsinki-Vantaan lentoasema,2019,9,11,22:00,15.7,100,0.2,-1,4.9
Vantaa Helsinki-Vantaan lentoasema,2019,9,11,23:00,15.6,100,0,-1,6.1
Vantaa Helsinki-Vantaan lentoasema,2019,9,12,00:00,15.7,100,0,-1,7.3
Vantaa Helsinki-Vantaan lentoasema,2019,9,12,01:00,15.1,97.2,0,-1,7
Vantaa Helsinki-Vantaan lentoasema,2019,9,12,02:00,14.7,97.7,0,-1,6.3
Vantaa Helsinki-Vantaan lentoasema,2019,9,12,03:00,14.9,99.4,0,-1,6.2
Vantaa Helsinki-Vantaan lentoasema,2019,9,12,04:00,14.8,97.2,0,-1,6.4
Vantaa Helsinki-Vantaan lentoasema,2019,9,12,05:00,14.8,96.4,0,-1,6.6
Vantaa Helsinki-Vantaan lentoasema,2019,9,12,06:00,14.8,97.6,0,-1,6.2
Vantaa Helsinki-Vantaan lentoasema,2019,9,12,07:00,14.7,99.7,0.05,-1,6.7
Vantaa Helsinki-Vantaan lentoasema,2019,9,12,08:00,14.9,98,0,-1,9.6
Vantaa Helsinki-Vantaan lentoasema,2019,9,12,09:00,15,95.2,0,-1,10.6
Vantaa Helsinki-Vantaan lentoasema,2019,9,12,10:00,14.4,99.6,0.05,-1,10.1
Vantaa Helsinki-Vantaan lentoasema,2019,9,12,11:00,14.7,95.7,0.02,-1,11.4
Vantaa Helsinki-Vantaan lentoasema,2019,9,12,12:00,14.2,99.8,0.05,-1,10.6
Vantaa Helsinki-Vantaan lentoasema,2019,9,12,13:00,14.3,100,0.18,-1,10.3
Vantaa Helsinki-Vantaan lentoasema,2019,9,12,14:00,14.8,99.7,0.18,-1,7.8
Vantaa Helsinki-Vantaan lentoasema,2019,9,12,15:00,16.6,87.8,0,-1,8.3
Vantaa Helsinki-Vantaan lentoasema,2019,9,12,16:00,16.7,73.8,0,-1,10.1
Vantaa Helsinki-Vantaan lentoasema,2019,9,12,17:00,16.2,74.2,0,-1,9
Vantaa Helsinki-Vantaan lentoasema,2019,9,12,18:00,16.3,75,0,-1,7.5
Vantaa Helsinki-Vantaan lentoasema,2019,9,12,19:00,15.6,76.5,0,-1,7.4
Vantaa Helsinki-Vantaan lentoasema,2019,9,12,20:00,14.6,85.8,0,-1,6.4
Vantaa Helsinki-Vantaan lentoasema,2019,9,12,21:00,13.9,91.2,0,-1,6.1
Vantaa Helsinki-Vantaan lentoasema,2019,9,12,22:00,13.4,95.1,0,-1,5.2
Vantaa Helsinki-Vantaan lentoasema,2019,9,12,23:00,13.2,97.5,0,-1,5.1
Vantaa Helsinki-Vantaan lentoasema,2019,9,13,00:00,13.1,99.8,0,-1,4.9
Vantaa Helsinki-Vantaan lentoasema,2019,9,13,01:00,13.2,100,0,-1,4.7
Vantaa Helsinki-Vantaan lentoasema,2019,9,13,02:00,13.6,97.3,0,-1,4.7
Vantaa Helsinki-Vantaan lentoasema,2019,9,13,03:00,13.8,94.5,0,-1,4.7
Vantaa Helsinki-Vantaan lentoasema,2019,9,13,04:00,13.8,93.8,0,-1,4.5
Vantaa Helsinki-Vantaan lentoasema,2019,9,13,05:00,13.7,91.8,0,-1,5
Vantaa Helsinki-Vantaan lentoasema,2019,9,13,06:00,13.2,92,0,-1,4.9
Vantaa Helsinki-Vantaan lentoasema,2019,9,13,07:00,13.3,91,0,-1,5.4
Vantaa Helsinki-Vantaan lentoasema,2019,9,13,08:00,13.3,92,0,-1,5
Vantaa Helsinki-Vantaan lentoasema,2019,9,13,09:00,13.6,91.6,0,-1,4.6
Vantaa Helsinki-Vantaan lentoasema,2019,9,13,10:00,14.3,89.5,0,-1,5
Vantaa Helsinki-Vantaan lentoasema,2019,9,13,11:00,15,84.6,0,-1,5.8
Vantaa Helsinki-Vantaan lentoasema,2019,9,13,12:00,13.3,84.8,0,-1,5.8
Vantaa Helsinki-Vantaan lentoasema,2019,9,13,13:00,12,97.6,0.12,-1,4.6
Vantaa Helsinki-Vantaan lentoasema,2019,9,13,14:00,11.7,100,0.07,-1,2.9
Vantaa Helsinki-Vantaan lentoasema,2019,9,13,15:00,11.6,100,0.02,-1,3.6
Vantaa Helsinki-Vantaan lentoasema,2019,9,13,16:00,12.3,99.8,0,-1,3.6
Vantaa Helsinki-Vantaan lentoasema,2019,9,13,17:00,13.5,93.1,0,-1,5
Vantaa Helsinki-Vantaan lentoasema,2019,9,13,18:00,12.6,89.7,0.05,-1,5.7
Vantaa Helsinki-Vantaan lentoasema,2019,9,13,19:00,12.7,84.1,0,-1,5.8
Vantaa Helsinki-Vantaan lentoasema,2019,9,13,20:00,11.6,91,0,-1,5.4
Vantaa Helsinki-Vantaan lentoasema,2019,9,13,21:00,11,88.8,0,-1,5.7
Vantaa Helsinki-Vantaan lentoasema,2019,9,13,22:00,10,91,0,-1,5.4
Vantaa Helsinki-Vantaan lentoasema,2019,9,13,23:00,9.1,92.7,0,-1,4.2
Vantaa Helsinki-Vantaan lentoasema,2019,9,14,00:00,8.7,93.3,0,-1,4.2
Vantaa Helsinki-Vantaan lentoasema,2019,9,14,01:00,8.9,89.9,0,-1,4.4
Vantaa Helsinki-Vantaan lentoasema,2019,9,14,02:00,9.1,87.8,0,-1,5.3
Vantaa Helsinki-Vantaan lentoasema,2019,9,14,03:00,8.6,89.8,0,-1,5.2
Vantaa Helsinki-Vantaan lentoasema,2019,9,14,04:00,8.2,92.9,0,-1,5.1
Vantaa Helsinki-Vantaan lentoasema,2019,9,14,05:00,8,94.7,0,-1,5.1
Vantaa Helsinki-Vantaan lentoasema,2019,9,14,06:00,7.9,95.5,0,-1,4.5
Vantaa Helsinki-Vantaan lentoasema,2019,9,14,07:00,7.7,96.7,0,-1,4.3
Vantaa Helsinki-Vantaan lentoasema,2019,9,14,08:00,7.7,96.6,0,-1,4
Vantaa Helsinki-Vantaan lentoasema,2019,9,14,09:00,9.1,90.1,0,-1,4.3
Vantaa Helsinki-Vantaan lentoasema,2019,9,14,10:00,10.6,82.6,0,-1,5.9
Vantaa Helsinki-Vantaan lentoasema,2019,9,14,11:00,11.9,74.5,0,-1,7.8
Vantaa Helsinki-Vantaan lentoasema,2019,9,14,12:00,12.6,64.8,0,-1,9.3
Vantaa Helsinki-Vantaan lentoasema,2019,9,14,13:00,13,62.1,0,-1,8
Vantaa Helsinki-Vantaan lentoasema,2019,9,14,14:00,11.6,78,0.08,-1,6.4
Vantaa Helsinki-Vantaan lentoasema,2019,9,14,15:00,11.3,87,0.1,-1,5.5
Vantaa Helsinki-Vantaan lentoasema,2019,9,14,16:00,13,65,0,-1,7.6
Vantaa Helsinki-Vantaan lentoasema,2019,9,14,17:00,12.8,65.8,0,-1,6
Vantaa Helsinki-Vantaan lentoasema,2019,9,14,18:00,11.6,71.3,0,-1,5.8
Vantaa Helsinki-Vantaan lentoasema,2019,9,14,19:00,12.4,67.1,0,-1,5.5
Vantaa Helsinki-Vantaan lentoasema,2019,9,14,20:00,10.8,68.7,0,-1,4.5
Vantaa Helsinki-Vantaan lentoasema,2019,9,14,21:00,10.1,70.4,0,-1,4.8
Vantaa Helsinki-Vantaan lentoasema,2019,9,14,22:00,9,78.1,0,-1,3.8
Vantaa Helsinki-Vantaan lentoasema,2019,9,14,23:00,7.6,88.2,0,-1,3
Vantaa Helsinki-Vantaan lentoasema,2019,9,15,00:00,6.7,92.9,0,-1,2.9
Vantaa Helsinki-Vantaan lentoasema,2019,9,15,01:00,6.1,97.1,0,-1,3
Vantaa Helsinki-Vantaan lentoasema,2019,9,15,02:00,5.7,99.7,0,-1,2
Vantaa Helsinki-Vantaan lentoasema,2019,9,15,03:00,5.3,100,0,-1,1.6
Vantaa Helsinki-Vantaan lentoasema,2019,9,15,04:00,4.8,100,0,-1,1.4
Vantaa Helsinki-Vantaan lentoasema,2019,9,15,05:00,6.4,99,0,-1,3.1
Vantaa Helsinki-Vantaan lentoasema,2019,9,15,06:00,9.1,93,0.03,-1,4.3
Vantaa Helsinki-Vantaan lentoasema,2019,9,15,07:00,9.2,99.7,0.22,-1,3.5
Vantaa Helsinki-Vantaan lentoasema,2019,9,15,08:00,9.6,100,0.62,-1,4.7
Vantaa Helsinki-Vantaan lentoasema,2019,9,15,09:00,9.8,100,0.23,-1,4
Vantaa Helsinki-Vantaan lentoasema,2019,9,15,10:00,10.1,100,0.25,-1,4.6
Vantaa Helsinki-Vantaan lentoasema,2019,9,15,11:00,10.6,100,0.17,-1,5
Vantaa Helsinki-Vantaan lentoasema,2019,9,15,12:00,11.3,100,0.17,-1,5.3
Vantaa Helsinki-Vantaan lentoasema,2019,9,15,13:00,11.9,100,0.02,-1,5.1
Vantaa Helsinki-Vantaan lentoasema,2019,9,15,14:00,12.2,100,0.07,-1,5.3
Vantaa Helsinki-Vantaan lentoasema,2019,9,15,15:00,12.7,100,0,-1,5.4
Vantaa Helsinki-Vantaan lentoasema,2019,9,15,16:00,12.3,99.8,0.28,-1,6.3
Vantaa Helsinki-Vantaan lentoasema,2019,9,15,17:00,11.6,94.7,0.07,-1,7.8
Vantaa Helsinki-Vantaan lentoasema,2019,9,15,18:00,11.5,92,0.02,-1,6.3
Vantaa Helsinki-Vantaan lentoasema,2019,9,15,19:00,11.3,96.8,0,-1,5.7
Vantaa Helsinki-Vantaan lentoasema,2019,9,15,20:00,11,98,0,-1,5.5
Vantaa Helsinki-Vantaan lentoasema,2019,9,15,21:00,10.5,95.8,0,-1,6
Vantaa Helsinki-Vantaan lentoasema,2019,9,15,22:00,10,94.2,0,-1,5.6
Vantaa Helsinki-Vantaan lentoasema,2019,9,15,23:00,9.2,97.6,0,-1,4.1
Vantaa Helsinki-Vantaan lentoasema,2019,9,16,00:00,8.8,92.7,0,-1,5.2
Vantaa Helsinki-Vantaan lentoasema,2019,9,16,01:00,8.4,93.3,0,-1,6.1
Vantaa Helsinki-Vantaan lentoasema,2019,9,16,02:00,8.4,94.7,0,-1,5.3
Vantaa Helsinki-Vantaan lentoasema,2019,9,16,03:00,7.9,96.1,0,-1,4
Vantaa Helsinki-Vantaan lentoasema,2019,9,16,04:00,7,99.9,0,-1,3.7
Vantaa Helsinki-Vantaan lentoasema,2019,9,16,05:00,6.7,100,0,-1,3.2
Vantaa Helsinki-Vantaan lentoasema,2019,9,16,06:00,5.9,100,0,-1,2.3
Vantaa Helsinki-Vantaan lentoasema,2019,9,16,07:00,5.5,100,0,-1,2.9
Vantaa Helsinki-Vantaan lentoasema,2019,9,16,08:00,6.5,100,0,-1,3.6
Vantaa Helsinki-Vantaan lentoasema,2019,9,16,09:00,8.6,98.6,0,-1,4.9
Vantaa Helsinki-Vantaan lentoasema,2019,9,16,10:00,10,89.8,0,-1,6.3
Vantaa Helsinki-Vantaan lentoasema,2019,9,16,11:00,10.8,83.4,0,-1,8.2
Vantaa Helsinki-Vantaan lentoasema,2019,9,16,12:00,11,80.6,0,-1,7.1
Vantaa Helsinki-Vantaan lentoasema,2019,9,16,13:00,11.1,80.1,0,-1,6.9
Vantaa Helsinki-Vantaan lentoasema,2019,9,16,14:00,11.2,81.4,0,-1,5.4
Vantaa Helsinki-Vantaan lentoasema,2019,9,16,15:00,12,73.7,0,-1,4.9
Vantaa Helsinki-Vantaan lentoasema,2019,9,16,16:00,12,70.1,0,-1,5.9
Vantaa Helsinki-Vantaan lentoasema,2019,9,16,17:00,11.5,75.1,0,-1,5.2
Vantaa Helsinki-Vantaan lentoasema,2019,9,16,18:00,11.3,76.8,0,-1,4.8
Vantaa Helsinki-Vantaan lentoasema,2019,9,16,19:00,10.6,81.3,0,-1,4.6
Vantaa Helsinki-Vantaan lentoasema,2019,9,16,20:00,10,88.7,0,-1,4.4
Vantaa Helsinki-Vantaan lentoasema,2019,9,16,21:00,9.3,93.7,0,-1,3.7
Vantaa Helsinki-Vantaan lentoasema,2019,9,16,22:00,9.1,97,0,-1,3.9
Vantaa Helsinki-Vantaan lentoasema,2019,9,16,23:00,8.9,98.8,0,-1,4.3
Vantaa Helsinki-Vantaan lentoasema,2019,9,17,00:00,8.6,98.2,0,-1,4
Vantaa Helsinki-Vantaan lentoasema,2019,9,17,01:00,8,99.1,0,-1,4.4
Vantaa Helsinki-Vantaan lentoasema,2019,9,17,02:00,7.2,100,0,-1,4.2
Vantaa Helsinki-Vantaan lentoasema,2019,9,17,03:00,6.7,100,0,-1,4.4
Vantaa Helsinki-Vantaan lentoasema,2019,9,17,04:00,6.3,100,0,-1,3.9
Vantaa Helsinki-Vantaan lentoasema,2019,9,17,05:00,5.8,100,0,-1,3.8
Vantaa Helsinki-Vantaan lentoasema,2019,9,17,06:00,5.2,100,0,-1,3.4
Vantaa Helsinki-Vantaan lentoasema,2019,9,17,07:00,4.7,100,0,-1,3.4
Vantaa Helsinki-Vantaan lentoasema,2019,9,17,08:00,4.7,100,0,-1,3.8
Vantaa Helsinki-Vantaan lentoasema,2019,9,17,09:00,5.3,99.5,0,-1,3.7
Vantaa Helsinki-Vantaan lentoasema,2019,9,17,10:00,6.6,93.4,0,-1,3.5
Vantaa Helsinki-Vantaan lentoasema,2019,9,17,11:00,7.9,86,0,-1,3.4
Vantaa Helsinki-Vantaan lentoasema,2019,9,17,12:00,8.8,79.9,0,-1,3.7
Vantaa Helsinki-Vantaan lentoasema,2019,9,17,13:00,9.6,73.1,0,-1,3.9
Vantaa Helsinki-Vantaan lentoasema,2019,9,17,14:00,10.5,66.6,0,-1,4.1
Vantaa Helsinki-Vantaan lentoasema,2019,9,17,15:00,10.7,64.1,0,-1,4.3
Vantaa Helsinki-Vantaan lentoasema,2019,9,17,16:00,11.2,61.6,0,-1,3.7
Vantaa Helsinki-Vantaan lentoasema,2019,9,17,17:00,11.2,60.1,0,-1,4
Vantaa Helsinki-Vantaan lentoasema,2019,9,17,18:00,11,62.4,0,-1,3.8
Vantaa Helsinki-Vantaan lentoasema,2019,9,17,19:00,10.6,67.1,0,-1,3.6
Vantaa Helsinki-Vantaan lentoasema,2019,9,17,20:00,9.8,75,0,-1,2.5
Vantaa Helsinki-Vantaan lentoasema,2019,9,17,21:00,9.3,78,0,-1,2.7
Vantaa Helsinki-Vantaan lentoasema,2019,9,17,22:00,8.9,82.7,0,-1,2.9
Vantaa Helsinki-Vantaan lentoasema,2019,9,17,23:00,8.5,90.2,0,-1,3.6
Vantaa Helsinki-Vantaan lentoasema,2019,9,18,00:00,8,99.1,0,-1,3.2
Vantaa Helsinki-Vantaan lentoasema,2019,9,18,01:00,7.7,100,0,-1,3.3
Vantaa Helsinki-Vantaan lentoasema,2019,9,18,02:00,7,100,0,-1,3.5
Vantaa Helsinki-Vantaan lentoasema,2019,9,18,03:00,6.9,100,0,-1,3.4
Vantaa Helsinki-Vantaan lentoasema,2019,9,18,04:00,7.2,100,0,-1,3.4
Vantaa Helsinki-Vantaan lentoasema,2019,9,18,05:00,7.2,100,0,-1,3.3
Vantaa Helsinki-Vantaan lentoasema,2019,9,18,06:00,6.9,100,0,-1,3.8
Vantaa Helsinki-Vantaan lentoasema,2019,9,18,07:00,6.6,100,0,-1,3.6
Vantaa Helsinki-Vantaan lentoasema,2019,9,18,08:00,6.9,100,0,-1,3.8
Vantaa Helsinki-Vantaan lentoasema,2019,9,18,09:00,7.5,97.5,0,-1,4.4
Vantaa Helsinki-Vantaan lentoasema,2019,9,18,10:00,8.5,91,0,-1,4.9
Vantaa Helsinki-Vantaan lentoasema,2019,9,18,11:00,9.3,82.4,0,-1,5.1
Vantaa Helsinki-Vantaan lentoasema,2019,9,18,12:00,10.2,69.9,0,-1,5.2
Vantaa Helsinki-Vantaan lentoasema,2019,9,18,13:00,10.7,64,0,-1,5.2
Vantaa Helsinki-Vantaan lentoasema,2019,9,18,14:00,11,61.6,0,-1,4.4
Vantaa Helsinki-Vantaan lentoasema,2019,9,18,15:00,9.8,73.6,0.05,-1,3.3
Vantaa Helsinki-Vantaan lentoasema,2019,9,18,16:00,10.8,64.4,0,-1,4.6
Vantaa Helsinki-Vantaan lentoasema,2019,9,18,17:00,10.2,64.2,0,-1,5.7
Vantaa Helsinki-Vantaan lentoasema,2019,9,18,18:00,10,61.7,0,-1,6.3
Vantaa Helsinki-Vantaan lentoasema,2019,9,18,19:00,9.3,65,0,-1,4.3
Vantaa Helsinki-Vantaan lentoasema,2019,9,18,20:00,8.4,73.6,0,-1,2.8
Vantaa Helsinki-Vantaan lentoasema,2019,9,18,21:00,7.2,79.3,0,-1,3.1
Vantaa Helsinki-Vantaan lentoasema,2019,9,18,22:00,5.9,83,0,-1,3.4
Vantaa Helsinki-Vantaan lentoasema,2019,9,18,23:00,5.2,84.9,0,-1,3.7
Vantaa Helsinki-Vantaan lentoasema,2019,9,19,00:00,4.4,90.1,0,-1,3.6
Vantaa Helsinki-Vantaan lentoasema,2019,9,19,01:00,3.7,94.6,0,-1,3.5
Vantaa Helsinki-Vantaan lentoasema,2019,9,19,02:00,2.8,99.5,0,-1,2.5
Vantaa Helsinki-Vantaan lentoasema,2019,9,19,03:00,2.3,100,0,-1,2
Vantaa Helsinki-Vantaan lentoasema,2019,9,19,04:00,2.3,100,0,-1,1.9
Vantaa Helsinki-Vantaan lentoasema,2019,9,19,05:00,1.3,100,0,-1,1.7
Vantaa Helsinki-Vantaan lentoasema,2019,9,19,06:00,0.8,100,0,-1,1.4
Vantaa Helsinki-Vantaan lentoasema,2019,9,19,07:00,0.5,100,0,-1,1.2
Vantaa Helsinki-Vantaan lentoasema,2019,9,19,08:00,1.1,100,0,-1,1.6
Vantaa Helsinki-Vantaan lentoasema,2019,9,19,09:00,2.8,99.6,0,-1,0.8
Vantaa Helsinki-Vantaan lentoasema,2019,9,19,10:00,4.7,96,0,-1,0.9
Vantaa Helsinki-Vantaan lentoasema,2019,9,19,11:00,6.5,84.9,0,-1,1.4
Vantaa Helsinki-Vantaan lentoasema,2019,9,19,12:00,9,62.4,0,-1,1.7
Vantaa Helsinki-Vantaan lentoasema,2019,9,19,13:00,10.2,54,0,-1,2.6
Vantaa Helsinki-Vantaan lentoasema,2019,9,19,14:00,11,49.1,0,-1,3
Vantaa Helsinki-Vantaan lentoasema,2019,9,19,15:00,11.3,49.7,0,-1,3.8
Vantaa Helsinki-Vantaan lentoasema,2019,9,19,16:00,10.5,59.1,0,-1,3.9
Vantaa Helsinki-Vantaan lentoasema,2019,9,19,17:00,9.8,66.8,0,-1,4.7
Vantaa Helsinki-Vantaan lentoasema,2019,9,19,18:00,9.5,68.9,0.07,-1,4.8
Vantaa Helsinki-Vantaan lentoasema,2019,9,19,19:00,8.7,77.5,0,-1,3.6
Vantaa Helsinki-Vantaan lentoasema,2019,9,19,20:00,7.7,72.7,0,-1,4.4
Vantaa Helsinki-Vantaan lentoasema,2019,9,19,21:00,6.2,80.3,0,-1,5.2
Vantaa Helsinki-Vantaan lentoasema,2019,9,19,22:00,5.4,86.5,0,-1,4.7
Vantaa Helsinki-Vantaan lentoasema,2019,9,19,23:00,4.8,90.2,0,-1,4.1
Vantaa Helsinki-Vantaan lentoasema,2019,9,20,00:00,4.2,95,0,-1,4.3
Vantaa Helsinki-Vantaan lentoasema,2019,9,20,01:00,3.7,98.1,0,-1,4.2
Vantaa Helsinki-Vantaan lentoasema,2019,9,20,02:00,3.3,98.6,0,-1,4.3
Vantaa Helsinki-Vantaan lentoasema,2019,9,20,03:00,2.8,100,0,-1,4
Vantaa Helsinki-Vantaan lentoasema,2019,9,20,04:00,2.4,100,0,-1,3.9
Vantaa Helsinki-Vantaan lentoasema,2019,9,20,05:00,1.6,100,0,-1,3.8
Vantaa Helsinki-Vantaan lentoasema,2019,9,20,06:00,1,100,0,-1,4.1
Vantaa Helsinki-Vantaan lentoasema,2019,9,20,07:00,0.8,100,0,-1,4.4
Vantaa Helsinki-Vantaan lentoasema,2019,9,20,08:00,0.7,100,0,-1,4.1
Vantaa Helsinki-Vantaan lentoasema,2019,9,20,09:00,2,96.9,0,-1,3.8
Vantaa Helsinki-Vantaan lentoasema,2019,9,20,10:00,3.8,89.4,0,-1,3
Vantaa Helsinki-Vantaan lentoasema,2019,9,20,11:00,6.7,76.7,0,-1,3.7
Vantaa Helsinki-Vantaan lentoasema,2019,9,20,12:00,8.4,67.1,0,-1,3.7
Vantaa Helsinki-Vantaan lentoasema,2019,9,20,13:00,9.9,58.3,0,-1,4.4
Vantaa Helsinki-Vantaan lentoasema,2019,9,20,14:00,10.7,51.1,0,-1,4.2
Vantaa Helsinki-Vantaan lentoasema,2019,9,20,15:00,10.6,49,0,-1,4.2
Vantaa Helsinki-Vantaan lentoasema,2019,9,20,16:00,10.9,49.2,0,-1,4.7
Vantaa Helsinki-Vantaan lentoasema,2019,9,20,17:00,11.1,48.8,0,-1,4.9
Vantaa Helsinki-Vantaan lentoasema,2019,9,20,18:00,10.1,54.7,0,-1,4
Vantaa Helsinki-Vantaan lentoasema,2019,9,20,19:00,9.3,63.9,0,-1,2.9
Vantaa Helsinki-Vantaan lentoasema,2019,9,20,20:00,7.9,73.2,0,-1,3.2
Vantaa Helsinki-Vantaan lentoasema,2019,9,20,21:00,7.1,81.6,0,-1,3
Vantaa Helsinki-Vantaan lentoasema,2019,9,20,22:00,7.1,90.4,0.07,-1,3.9
Vantaa Helsinki-Vantaan lentoasema,2019,9,20,23:00,6.9,95,0,-1,3.4
Vantaa Helsinki-Vantaan lentoasema,2019,9,21,00:00,5.9,99.7,0,-1,2.1
Vantaa Helsinki-Vantaan lentoasema,2019,9,21,01:00,5.2,100,0,-1,2.4
Vantaa Helsinki-Vantaan lentoasema,2019,9,21,02:00,5.5,100,0,-1,1.3
Vantaa Helsinki-Vantaan lentoasema,2019,9,21,03:00,6,100,0,-1,1.7
Vantaa Helsinki-Vantaan lentoasema,2019,9,21,04:00,6.1,100,0.02,-1,2.3
Vantaa Helsinki-Vantaan lentoasema,2019,9,21,05:00,6.1,100,0.03,-1,2.2
Vantaa Helsinki-Vantaan lentoasema,2019,9,21,06:00,6.3,100,0.07,-1,2.5
Vantaa Helsinki-Vantaan lentoasema,2019,9,21,07:00,6.7,100,0.1,-1,2.3
Vantaa Helsinki-Vantaan lentoasema,2019,9,21,08:00,7,100,0.03,-1,1.7
Vantaa Helsinki-Vantaan lentoasema,2019,9,21,09:00,7.4,100,0,-1,1.5
Vantaa Helsinki-Vantaan lentoasema,2019,9,21,10:00,7.7,100,0,-1,1.8
Vantaa Helsinki-Vantaan lentoasema,2019,9,21,11:00,8,100,0,-1,3.6
Vantaa Helsinki-Vantaan lentoasema,2019,9,21,12:00,8.7,98,0,-1,3
Vantaa Helsinki-Vantaan lentoasema,2019,9,21,13:00,9.2,94,0,-1,3.1
Vantaa Helsinki-Vantaan lentoasema,2019,9,21,14:00,9.9,91,0,-1,3.4
Vantaa Helsinki-Vantaan lentoasema,2019,9,21,15:00,9.5,96.2,0,-1,3.4
Vantaa Helsinki-Vantaan lentoasema,2019,9,21,16:00,9.5,93.5,0,-1,4.1
Vantaa Helsinki-Vantaan lentoasema,2019,9,21,17:00,9.7,88.5,0,-1,3.3
Vantaa Helsinki-Vantaan lentoasema,2019,9,21,18:00,9.8,85.6,0,-1,3.1
